,Framework,Lat_Var_Sum_X,Lat_Var_Sum_Y,Lat_Var_Max_X,Lat_Var_Max_Y,Lat_Var_Avg_X,Lat_Var_Avg_Y
125,MTF,-6.18625545501709,-2.6790902614593506,2.395343780517578,2.067612409591675,-0.14059671759605408,-0.06088841333985329
126,ITT,-13.301225662231445,-1.0247373580932617,1.4918057918548584,1.1177819967269897,-0.28915709257125854,-0.022276898846030235
127,MEP,-13.53736686706543,-1.0667155981063843,1.4606019258499146,1.1140609979629517,-0.29429057240486145,-0.023189470171928406
128,AEI,-11.312499046325684,-0.914625883102417,1.5789802074432373,1.5119655132293701,-0.2356770634651184,-0.019054705277085304
129,AEN,-10.633659362792969,-0.5227141380310059,1.63994300365448,1.5386240482330322,-0.22153456509113312,-0.010889877565205097
130,AFG,-10.749363899230957,-0.700745701789856,1.6171519756317139,1.5169572830200195,-0.22394508123397827,-0.014598868787288666
131,AFX,-11.492744445800781,-0.8878377676010132,1.5796159505844116,1.5463263988494873,-0.2394321709871292,-0.018496619537472725
132,ANA,-10.963181495666504,0.09010529518127441,1.6305524110794067,1.5679453611373901,-0.2283996194601059,0.001877193688414991
133,AWO,-11.385744094848633,-0.7815796136856079,1.6409149169921875,1.5390093326568604,-0.23720300197601318,-0.016282908618450165
134,ESV,-10.375115394592285,-0.37218666076660156,1.676135540008545,1.5558745861053467,-0.216148242354393,-0.007753888610750437
135,ETR,-11.120956420898438,-0.5154995918273926,1.6308156251907349,1.5474766492843628,-0.23168659210205078,-0.010739575140178204
136,EZT,-11.083267211914062,-0.5429655313491821,1.6013679504394531,1.5689642429351807,-0.23090140521526337,-0.011311781592667103
137,IFY,-10.838916778564453,-0.36415529251098633,1.6598626375198364,1.568257451057434,-0.22581076622009277,-0.007586568593978882
138,JST,-11.345568656921387,-0.7097909450531006,1.6123037338256836,1.5345782041549683,-0.23636601865291595,-0.014787311665713787
139,JSW,-11.0028076171875,-0.492526650428772,1.6467647552490234,1.5472151041030884,-0.22922515869140625,-0.010260972194373608
140,MOR,-10.435104370117188,-0.27708518505096436,1.6596840620040894,1.5624756813049316,-0.217398002743721,-0.005772607866674662
141,MRE,-11.81115436553955,-1.0618516206741333,1.577821969985962,1.5063579082489014,-0.24606572091579437,-0.022121908143162727
142,PTO,-10.844625473022461,-0.629806637763977,1.6291921138763428,1.5391889810562134,-0.22592969238758087,-0.013120971620082855
143,RHO,-11.325014114379883,-0.8769439458847046,1.608991265296936,1.529037594795227,-0.23593778908252716,-0.01826966553926468
144,RWY,-10.545766830444336,0.3484516143798828,1.7219232320785522,1.6374082565307617,-0.21970348060131073,0.007259408477693796
145,SAV,-11.410118103027344,-0.7929664850234985,1.6272035837173462,1.5789518356323242,-0.23771078884601593,-0.01652013510465622
146,SOR,-11.328336715698242,-0.6022993326187134,1.6187050342559814,1.547348976135254,-0.23600701987743378,-0.012547902762889862
147,UEI,-11.447935104370117,-0.7718558311462402,1.5553765296936035,1.486695647239685,-0.23849864304065704,-0.016080329194664955
148,IRR,-3.137187957763672,-7.735306739807129,1.6850781440734863,1.5706510543823242,-0.06033053621649742,-0.14875589311122894
149,ITN,-11.678540229797363,-15.243891716003418,1.4154586791992188,1.9985079765319824,-0.21626926958560944,-0.28229430317878723
150,LEV,-12.050488471984863,-15.360774993896484,1.3655726909637451,1.998876929283142,-0.22315719723701477,-0.28445878624916077
151,SSF,-11.839340209960938,-15.301876068115234,1.3886604309082031,1.9896925687789917,-0.21924704313278198,-0.2833680808544159
152,AFS,4.208823204040527,-10.198817253112793,2.1866402626037598,1.628203272819519,0.07515756040811539,-0.18212173879146576
153,CON,4.249472141265869,-10.043693542480469,2.183201789855957,1.6686898469924927,0.07588343322277069,-0.17935167253017426
154,ITG,4.184383869171143,-10.035634994506836,2.203671455383301,1.6659080982208252,0.07472114264965057,-0.17920777201652527
155,ITH,4.327515602111816,-9.883587837219238,2.2629892826080322,1.6732336282730103,0.07727706432342529,-0.17649264633655548
156,IWR,4.153553009033203,-9.984379768371582,2.1552834510803223,1.6648831367492676,0.07417058944702148,-0.17829249799251556
157,RON,5.17691707611084,-9.640348434448242,2.2107696533203125,1.6589980125427246,0.09244494885206223,-0.17214907705783844
158,SAO,3.8769562244415283,-10.154709815979004,2.1811060905456543,1.6552437543869019,0.06923136115074158,-0.18133410811424255
159,SFS,4.300400733947754,-10.225486755371094,2.200019359588623,1.6180753707885742,0.076792873442173,-0.18259797990322113
160,SVV,5.330065727233887,-9.747352600097656,2.216191530227661,1.6239349842071533,0.09517974406480789,-0.17405986785888672
161,EON,-0.6515674591064453,-9.923478126525879,2.087571859359741,1.9205293655395508,-0.010859457775950432,-0.16539129614830017
162,FRA,-0.567110538482666,-9.738715171813965,2.0959670543670654,1.9470603466033936,-0.009451841935515404,-0.16231192648410797
163,PCR,-0.7885036468505859,-10.139787673950195,2.075185537338257,1.910827398300171,-0.013141727074980736,-0.16899646818637848
164,STW,-0.7459983825683594,-10.087505340576172,2.067756414413452,1.9123464822769165,-0.012433306314051151,-0.16812509298324585
165,UWY,-0.8904900550842285,-9.845142364501953,2.0538828372955322,1.9452654123306274,-0.014841500669717789,-0.16408570110797882
166,VNI,-0.6487472057342529,-10.013402938842773,2.0884392261505127,1.9067230224609375,-0.010812452994287014,-0.16689005494117737
167,BEA,-7.484336853027344,-8.301663398742676,1.9276971817016602,2.376971483230591,-0.11694276332855225,-0.1297134906053543
168,DON,-7.9168853759765625,-8.419103622436523,1.8563289642333984,2.3548238277435303,-0.12370133399963379,-0.13154849410057068
169,IFW,-8.436430931091309,-8.257089614868164,1.8268345594406128,2.3865959644317627,-0.1318192332983017,-0.12901702523231506
170,ISV,-7.902582168579102,-8.348007202148438,1.8249638080596924,2.3473281860351562,-0.12347784638404846,-0.13043761253356934
171,ITE,-8.399446487426758,-8.398836135864258,1.7947542667388916,2.3589227199554443,-0.1312413513660431,-0.13123181462287903
172,PCS,-7.200679779052734,-8.146537780761719,1.958134651184082,2.3674190044403076,-0.11251062154769897,-0.12728965282440186
173,POR,-8.857717514038086,-8.31161880493164,1.8255289793014526,2.3830995559692383,-0.1384018361568451,-0.12986904382705688
174,POS,-7.298214912414551,-8.260244369506836,1.8018884658813477,2.3558313846588135,-0.11403460800647736,-0.1290663182735443
175,SAF,-7.450599670410156,-8.408576965332031,1.8357003927230835,2.3757364749908447,-0.11641561985015869,-0.131384015083313
176,SFH,-7.286901473999023,-8.098868370056152,1.8819694519042969,2.38095760345459,-0.11385783553123474,-0.12654481828212738
177,SGT,-9.01972770690918,-8.347952842712402,1.819069504737854,2.351080894470215,-0.14093324542045593,-0.1304367631673813
178,SIV,-7.256654739379883,-8.216577529907227,1.8479328155517578,2.386080265045166,-0.11338523030281067,-0.12838402390480042
179,STT,-8.077271461486816,-8.284622192382812,1.8488167524337769,2.3683817386627197,-0.1262073665857315,-0.12944722175598145
180,UFI,-7.9912109375,-8.43925952911377,1.9322603940963745,2.3940224647521973,-0.1248626708984375,-0.13186343014240265
181,SEW,-6.367715358734131,-9.369976997375488,1.6403398513793945,1.6962370872497559,-0.09648053348064423,-0.14196935296058655
182,OKO,-19.470802307128906,-15.38345718383789,1.4513130187988281,2.50213885307312,-0.2863353192806244,-0.2262273132801056
183,EWT,-12.677813529968262,-5.504556655883789,1.5491658449172974,1.756260633468628,-0.18111161887645721,-0.0786365270614624
184,AET,3.955249786376953,-2.3391129970550537,2.2806451320648193,1.6700279712677002,0.054934024810791016,-0.03248767927289009
